,Area_Surveyed,date_surveyed,daily_co2_emmission_ppm_stationary
2196,Choba Junction,2022-10-02,458.8850439507074
2204,Choba Junction,2022-10-03,457.36721076549514
2212,Choba Junction,2022-10-04,453.89410753584656
2220,Choba Junction,2022-10-05,456.72160527509254
2228,Choba Junction,2022-10-06,451.5821236925648
2236,Choba Junction,2022-10-07,452.41362658479534
2244,Choba Junction,2022-10-08,456.9846886093567
2252,Choba Junction,2022-10-09,460.5072920265497
2260,Choba Junction,2022-10-10,466.4135144185848
2268,Choba Junction,2022-10-11,464.5190400930093
2276,Choba Junction,2022-10-12,466.74937806510655
2284,Choba Junction,2022-10-13,459.9978546455746
2292,Choba Junction,2022-10-14,462.20766825190225
2300,Choba Junction,2022-10-15,461.44288777633153
2308,Choba Junction,2022-10-16,461.04200144343207
2316,Choba Junction,2022-10-17,463.00415101040244
2324,Choba Junction,2022-10-18,458.4996357072817
2332,Choba Junction,2022-10-19,457.4282949950972
2340,Choba Junction,2022-10-20,455.71568649656797
2348,Choba Junction,2022-10-21,453.86985054759765
2356,Choba Junction,2022-10-22,457.22173538331833
2364,Choba Junction,2022-10-23,462.24867476832287
2372,Choba Junction,2022-10-24,461.830092337826
2380,Choba Junction,2022-10-25,460.0790546364782
2388,Choba Junction,2022-10-26,463.64378824553467
2396,Choba Junction,2022-10-27,461.14383177187426
2404,Choba Junction,2022-10-28,460.886242240312
2412,Choba Junction,2022-10-29,460.7783795682184
2420,Choba Junction,2022-10-30,458.8087056977528
2428,Choba Junction,2022-10-31,457.028923988427
2436,Choba Junction,2022-11-01,460.3098667918989
2444,Choba Junction,2022-11-02,463.20115675432925
2452,Choba Junction,2022-11-03,465.78479972803046
2460,Choba Junction,2022-11-04,460.46735980962126
2468,Choba Junction,2022-11-05,458.0418418667349
2476,Choba Junction,2022-11-06,457.53782930671446
2484,Choba Junction,2022-11-07,455.5925005147001
2492,Choba Junction,2022-11-08,460.4863103602901
2500,Choba Junction,2022-11-09,457.06708725220307
2508,Choba Junction,2022-11-10,462.6742410765421
2516,Choba Junction,2022-11-11,461.9762487535795
2524,Choba Junction,2022-11-12,464.92826412750566
2532,Choba Junction,2022-11-13,465.535864889254
2540,Choba Junction,2022-11-14,459.2228254224778
2548,Choba Junction,2022-11-15,462.62796779573443
2556,Choba Junction,2022-11-16,462.51922745701404
2564,Choba Junction,2022-11-17,461.9437592199099
2572,Choba Junction,2022-11-18,462.8824714539369
2580,Choba Junction,2022-11-19,463.5678000177558
2588,Choba Junction,2022-11-20,466.5685800124291
2596,Choba Junction,2022-11-21,465.35394600870035
2604,Choba Junction,2022-11-22,466.88144220609024
2612,Choba Junction,2022-11-23,467.71755954426317
2620,Choba Junction,2022-11-24,465.0824916809842
2628,Choba Junction,2022-11-25,464.23661417668893
2636,Choba Junction,2022-11-26,463.94503992368226
2644,Choba Junction,2022-11-27,458.1673879465775
2652,Choba Junction,2022-11-28,458.29483156260426
2660,Choba Junction,2022-11-29,462.416522093823
2668,Choba Junction,2022-11-30,461.5722554656761
2676,Choba Junction,2022-12-01,461.50137882597323
2684,Choba Junction,2022-12-02,463.2908551781813
2692,Choba Junction,2022-12-03,468.59750862472686
2700,Choba Junction,2022-12-04,462.84296603730877
2708,Choba Junction,2022-12-05,466.8720962261162
2716,Choba Junction,2022-12-06,464.43711735828134
2724,Choba Junction,2022-12-07,467.39076215079695
2732,Choba Junction,2022-12-08,469.96732350555783
2740,Choba Junction,2022-12-09,472.2328264538905
2748,Choba Junction,2022-12-10,473.5189785177234
2756,Choba Junction,2022-12-11,472.4721949624064
2764,Choba Junction,2022-12-12,472.2393964736845
2772,Choba Junction,2022-12-13,477.9717375315791
2780,Choba Junction,2022-12-14,477.0102262721053
2788,Choba Junction,2022-12-15,476.4549783904737
2796,Choba Junction,2022-12-16,479.77178487333157
2804,Choba Junction,2022-12-17,474.44666941133215
2812,Choba Junction,2022-12-18,473.6873485879325
2820,Choba Junction,2022-12-19,475.52357401155274
2828,Choba Junction,2022-12-20,470.43894180808695
2836,Choba Junction,2022-12-21,465.8950992656608
2844,Choba Junction,2022-12-22,460.31020948596256
2852,Choba Junction,2022-12-23,464.75479664017377
2860,Choba Junction,2022-12-24,464.6863376481216
2868,Choba Junction,2022-12-25,468.7423563536851
2876,Choba Junction,2022-12-26,466.6868594475796
2884,Choba Junction,2022-12-27,472.8218116133057
2892,Choba Junction,2022-12-28,471.300328129314
2900,Choba Junction,2022-12-29,469.0013896905198
2908,Choba Junction,2022-12-30,469.8434627833638
2916,Choba Junction,2022-12-31,470.27100394835463
5,Mile 3,2022-01-01,438.3268
13,Mile 3,2022-01-02,433.3448
21,Mile 3,2022-01-03,419.89064474885845
29,Mile 3,2022-01-04,423.1886531385708
37,Mile 3,2022-01-05,425.4108762323753
45,Mile 3,2022-01-06,430.75841607795536
53,Mile 3,2022-01-07,430.08066558733935
61,Mile 3,2022-01-08,429.61820603843785
69,Mile 3,2022-01-09,429.3482922312056
77,Mile 3,2022-01-10,421.2683666631707
85,Mile 3,2022-01-11,416.5721674615003
93,Mile 3,2022-01-12,423.9797679488661
101,Mile 3,2022-01-13,422.805692059096
109,Mile 3,2022-01-14,421.7105871874558
117,Mile 3,2022-01-15,427.90032720267186
125,Mile 3,2022-01-16,426.834928409458
133,Mile 3,2022-01-17,427.20405859607104
141,Mile 3,2022-01-18,425.2087618488947
149,Mile 3,2022-01-19,421.9299357947741
157,Mile 3,2022-01-20,419.8542788426191
165,Mile 3,2022-01-21,422.89147160128715
173,Mile 3,2022-01-22,423.2722089824037
181,Mile 3,2022-01-23,420.9246938021841
189,Mile 3,2022-01-24,422.8088166240991
197,Mile 3,2022-01-25,426.27847694212676
205,Mile 3,2022-01-26,426.43440849753284
213,Mile 3,2022-01-27,431.7592158539435
221,Mile 3,2022-01-28,430.2261405783618
229,Mile 3,2022-01-29,432.54337301755396
237,Mile 3,2022-01-30,433.43929130569495
245,Mile 3,2022-01-31,432.40418758259796
253,Mile 3,2022-02-01,428.432237440502
261,Mile 3,2022-02-02,433.120542453608
269,Mile 3,2022-02-03,429.94711254388886
277,Mile 3,2022-02-04,436.62891409263545
285,Mile 3,2022-02-05,438.47223475283505
293,Mile 3,2022-02-06,439.7192066416282
301,Mile 3,2022-02-07,446.7398737714303
309,Mile 3,2022-02-08,451.36852584996245
317,Mile 3,2022-02-09,455.5467707551811
325,Mile 3,2022-02-10,451.62685778161404
333,Mile 3,2022-02-11,450.0325799497574
341,Mile 3,2022-02-12,448.21212556727676
349,Mile 3,2022-02-13,448.4464779329185
357,Mile 3,2022-02-14,450.1687547373385
365,Mile 3,2022-02-15,456.7012688054538
373,Mile 3,2022-02-16,455.44481809793774
381,Mile 3,2022-02-17,465.3465230319823
389,Mile 3,2022-02-18,472.0200462938461
397,Mile 3,2022-02-19,470.5583123794035
405,Mile 3,2022-02-20,473.9732387085738
413,Mile 3,2022-02-21,481.0860771586834
421,Mile 3,2022-02-22,481.8754440159478
429,Mile 3,2022-02-23,486.75340083222704
437,Mile 3,2022-02-24,488.62153058820564
445,Mile 3,2022-02-25,491.3468714175105
453,Mile 3,2022-02-26,496.0007199991502
461,Mile 3,2022-02-27,500.91432400449946
469,Mile 3,2022-02-28,507.88673680820983
477,Mile 3,2022-03-01,514.8950857693072
485,Mile 3,2022-03-02,522.8777600413538
493,Mile 3,2022-03-03,522.5040620288546
501,Mile 3,2022-03-04,532.3408634219123
509,Mile 3,2022-03-05,535.9316343957765
517,Mile 3,2022-03-06,542.5930640776123
525,Mile 3,2022-03-07,547.6577948546313
533,Mile 3,2022-03-08,552.6171563984493
541,Mile 3,2022-03-09,560.8752094791564
549,Mile 3,2022-03-10,566.946756635534
557,Mile 3,2022-03-11,571.3079296449364
565,Mile 3,2022-03-12,576.5113307515078
573,Mile 3,2022-03-13,577.6577715260636
581,Mile 3,2022-03-14,584.8856200682801
589,Mile 3,2022-03-15,586.6756540478023
597,Mile 3,2022-03-16,591.5858278334734
605,Mile 3,2022-03-17,590.0709994834289
613,Mile 3,2022-03-18,586.8147696383965
621,Mile 3,2022-03-19,588.1011487468786
629,Mile 3,2022-03-20,586.0682741228138
637,Mile 3,2022-03-21,588.4962418859707
645,Mile 3,2022-03-22,590.44490932018
653,Mile 3,2022-03-23,584.7996265241248
661,Mile 3,2022-03-24,581.0333885668869
669,Mile 3,2022-03-25,582.350241996821
677,Mile 3,2022-03-26,582.5740593977747
685,Mile 3,2022-03-27,582.5500115784423
693,Mile 3,2022-03-28,585.4516681049097
701,Mile 3,2022-03-29,586.8084576734368
709,Mile 3,2022-03-30,585.4556203714058
717,Mile 3,2022-03-31,581.720614259984
725,Mile 3,2022-04-01,582.9724199819889
733,Mile 3,2022-04-02,586.3188539873922
741,Mile 3,2022-04-03,586.1095577911746
749,Mile 3,2022-04-04,583.3162404538223
757,Mile 3,2022-04-05,580.4952083176755
765,Mile 3,2022-04-06,582.2926258223729
773,Mile 3,2022-04-07,582.110038075661
781,Mile 3,2022-04-08,587.4547066529627
789,Mile 3,2022-04-09,586.6086146570739
797,Mile 3,2022-04-10,585.8802102599517
805,Mile 3,2022-04-11,588.6895271819661
813,Mile 3,2022-04-12,586.9451390273763
821,Mile 3,2022-04-13,583.0632473191633
829,Mile 3,2022-04-14,582.2956231234143
837,Mile 3,2022-04-15,584.58614618639
845,Mile 3,2022-04-16,584.733762330473
853,Mile 3,2022-04-17,582.5753336313311
861,Mile 3,2022-04-18,583.1913135419318
869,Mile 3,2022-04-19,582.9869794793523
877,Mile 3,2022-04-20,582.0976356355466
885,Mile 3,2022-04-21,589.0837249448825
893,Mile 3,2022-04-22,587.7910774614178
901,Mile 3,2022-04-23,587.2847742229925
909,Mile 3,2022-04-24,590.4700619560947
917,Mile 3,2022-04-25,585.3700433692663
925,Mile 3,2022-04-26,584.8361203584865
933,Mile 3,2022-04-27,587.1276642509405
941,Mile 3,2022-04-28,587.1574349756584
949,Mile 3,2022-04-29,587.2909544829608
957,Mile 3,2022-04-30,589.9306081380726
965,Mile 3,2022-05-01,586.9812456966507
973,Mile 3,2022-05-02,583.3302619876555
981,Mile 3,2022-05-03,585.4923433913588
989,Mile 3,2022-05-04,580.8207903739511
997,Mile 3,2022-05-05,584.6173832617657
1005,Mile 3,2022-05-06,584.517248283236
1013,Mile 3,2022-05-07,580.7400837982651
1021,Mile 3,2022-05-08,585.2754886587855
1029,Mile 3,2022-05-09,590.0397020611499
1037,Mile 3,2022-05-10,589.7520314428049
1045,Mile 3,2022-05-11,585.7340020099634
1053,Mile 3,2022-05-12,587.4846214069744
1061,Mile 3,2022-05-13,582.9028649848821
1069,Mile 3,2022-05-14,585.8368454894174
1077,Mile 3,2022-05-15,588.5892718425922
1085,Mile 3,2022-05-16,589.6605202898146
1093,Mile 3,2022-05-17,579.1650142028702
1101,Mile 3,2022-05-18,582.4898499420092
1109,Mile 3,2022-05-19,579.0437349594065
1117,Mile 3,2022-05-20,583.9055544715845
1125,Mile 3,2022-05-21,585.5383781301091
1133,Mile 3,2022-05-22,590.3494546910764
1141,Mile 3,2022-05-23,589.9945382837535
1149,Mile 3,2022-05-24,590.0008567986274
1157,Mile 3,2022-05-25,586.2338597590392
1165,Mile 3,2022-05-26,581.9201718313275
1173,Mile 3,2022-05-27,581.3134302819292
1181,Mile 3,2022-05-28,585.4087811973504
1189,Mile 3,2022-05-29,583.4487368381454
1197,Mile 3,2022-05-30,581.6964257867018
1205,Mile 3,2022-05-31,579.6879480506913
1213,Mile 3,2022-06-01,580.7730036354839
1221,Mile 3,2022-06-02,580.2856225448387
1229,Mile 3,2022-06-03,586.3449857813871
1237,Mile 3,2022-06-04,587.1286500469708
1245,Mile 3,2022-06-05,587.7397950328796
1253,Mile 3,2022-06-06,589.2547665230156
1261,Mile 3,2022-06-07,589.4691565661109
1269,Mile 3,2022-06-08,583.8339995962775
1277,Mile 3,2022-06-09,585.8114797173943
1285,Mile 3,2022-06-10,583.4101658021759
1293,Mile 3,2022-06-11,583.6736060615232
1301,Mile 3,2022-06-12,585.9188342430662
1309,Mile 3,2022-06-13,586.6265539701463
1317,Mile 3,2022-06-14,588.3911977791024
1325,Mile 3,2022-06-15,585.0550184453717
1333,Mile 3,2022-06-16,587.5335529117602
1341,Mile 3,2022-06-17,586.2726670382322
1349,Mile 3,2022-06-18,582.5599969267624
1357,Mile 3,2022-06-19,582.2292478487337
1365,Mile 3,2022-06-20,581.0762734941136
1373,Mile 3,2022-06-21,580.2425514458795
1381,Mile 3,2022-06-22,586.6042160121157
1389,Mile 3,2022-06-23,587.4695912084809
1397,Mile 3,2022-06-24,591.8310238459366
1405,Mile 3,2022-06-25,590.9532466921555
1413,Mile 3,2022-06-26,589.7337926845089
1421,Mile 3,2022-06-27,587.2192848791561
1429,Mile 3,2022-06-28,588.0910594154093
1437,Mile 3,2022-06-29,590.1240215907865
1445,Mile 3,2022-06-30,590.8622251135505
1453,Mile 3,2022-07-01,587.9671275794853
1461,Mile 3,2022-07-02,585.6376793056397
1469,Mile 3,2022-07-03,587.0172955139478
1477,Mile 3,2022-07-04,592.9541168597635
1485,Mile 3,2022-07-05,585.8115918018344
1493,Mile 3,2022-07-06,590.6762142612841
1501,Mile 3,2022-07-07,588.9637799828989
1509,Mile 3,2022-07-08,582.9621359880292
1517,Mile 3,2022-07-09,581.7332951916204
1525,Mile 3,2022-07-10,582.4403066341343
1533,Mile 3,2022-07-11,581.983764643894
1541,Mile 3,2022-07-12,581.9823952507257
1549,Mile 3,2022-07-13,580.246356675508
1557,Mile 3,2022-07-14,583.5411796728556
1565,Mile 3,2022-07-15,585.4714157709989
1573,Mile 3,2022-07-16,589.9793910396993
1581,Mile 3,2022-07-17,586.9190037277896
1589,Mile 3,2022-07-18,591.9478126094527
1597,Mile 3,2022-07-19,592.3983188266169
1605,Mile 3,2022-07-20,588.5761331786318
1613,Mile 3,2022-07-21,585.0588632250423
1621,Mile 3,2022-07-22,585.1813342575296
1629,Mile 3,2022-07-23,582.4573839802706
1637,Mile 3,2022-07-24,582.4920387861895
1645,Mile 3,2022-07-25,583.5830671503326
1653,Mile 3,2022-07-26,583.9132870052329
1661,Mile 3,2022-07-27,579.5989909036631
1669,Mile 3,2022-07-28,581.2670236325641
1677,Mile 3,2022-07-29,579.9920165427949
1685,Mile 3,2022-07-30,580.2829215799565
1693,Mile 3,2022-07-31,576.7637051059695
1701,Mile 3,2022-08-01,579.3563935741786
1709,Mile 3,2022-08-02,581.7664155019249
1717,Mile 3,2022-08-03,580.8892108513475
1725,Mile 3,2022-08-04,584.9743975959432
1733,Mile 3,2022-08-05,581.6474283171602
1741,Mile 3,2022-08-06,583.1701898220122
1749,Mile 3,2022-08-07,585.4636328754085
1757,Mile 3,2022-08-08,586.5983430127859
1765,Mile 3,2022-08-09,586.1393901089501
1773,Mile 3,2022-08-10,589.1345330762651
1781,Mile 3,2022-08-11,588.7711631533856
1789,Mile 3,2022-08-12,587.8220642073699
1797,Mile 3,2022-08-13,588.8306749451589
1805,Mile 3,2022-08-14,587.0990824616113
1813,Mile 3,2022-08-15,587.632787723128
1821,Mile 3,2022-08-16,586.5004714061896
1829,Mile 3,2022-08-17,587.7593399843327
1837,Mile 3,2022-08-18,591.4004279890329
1845,Mile 3,2022-08-19,590.651619592323
1853,Mile 3,2022-08-20,594.114363714626
1861,Mile 3,2022-08-21,590.2826846002382
1869,Mile 3,2022-08-22,586.6268892201667
1877,Mile 3,2022-08-23,585.0578324541167
1885,Mile 3,2022-08-24,582.7590427178817
1893,Mile 3,2022-08-25,582.7025399025172
1901,Mile 3,2022-08-26,589.6199279317619
1909,Mile 3,2022-08-27,588.0210395522334
1917,Mile 3,2022-08-28,589.1880876865634
1925,Mile 3,2022-08-29,588.8190013805945
1933,Mile 3,2022-08-30,590.0004609664161
1941,Mile 3,2022-08-31,588.1396326764913
1949,Mile 3,2022-09-01,588.9396028735439
1957,Mile 3,2022-09-02,588.7221020114807
1965,Mile 3,2022-09-03,581.6154314080364
1973,Mile 3,2022-09-04,584.1719319856255
1981,Mile 3,2022-09-05,583.8757023899378
1989,Mile 3,2022-09-06,585.5760416729564
1997,Mile 3,2022-09-07,586.4373591710695
2005,Mile 3,2022-09-08,584.9891814197487
2013,Mile 3,2022-09-09,581.042116993824
2021,Mile 3,2022-09-10,585.8712118956769
2029,Mile 3,2022-09-11,584.9659583269738
2037,Mile 3,2022-09-12,589.1789008288816
2045,Mile 3,2022-09-13,589.6947805802172
2053,Mile 3,2022-09-14,590.756246406152
2061,Mile 3,2022-09-15,592.2862024843064
2069,Mile 3,2022-09-16,592.3327617390145
2077,Mile 3,2022-09-17,588.4583632173102
2085,Mile 3,2022-09-18,584.6367642521171
2093,Mile 3,2022-09-19,583.659104976482
2101,Mile 3,2022-09-20,586.2427334835374
2109,Mile 3,2022-09-21,584.4913534384763
2117,Mile 3,2022-09-22,587.8309074069334
2125,Mile 3,2022-09-23,588.4583851848535
2133,Mile 3,2022-09-24,583.1027296293973
2141,Mile 3,2022-09-25,583.2061607405781
2149,Mile 3,2022-09-26,579.9759525184046
2157,Mile 3,2022-09-27,578.2267267628832
2165,Mile 3,2022-09-28,575.7047387340183
2173,Mile 3,2022-09-29,578.1163971138128
2181,Mile 3,2022-09-30,575.5157279796689
2189,Mile 3,2022-10-01,579.7662695857683
2197,Mile 3,2022-10-02,577.2414487100378
2205,Mile 3,2022-10-03,580.5805240970265
2213,Mile 3,2022-10-04,578.0934868679185
2221,Mile 3,2022-10-05,578.519610807543
2229,Mile 3,2022-10-06,582.96803756528
2237,Mile 3,2022-10-07,580.1050362956961
2245,Mile 3,2022-10-08,579.3102354069872
2253,Mile 3,2022-10-09,584.652894784891
2261,Mile 3,2022-10-10,586.9169963494238
2269,Mile 3,2022-10-11,586.7516374445967
2277,Mile 3,2022-10-12,583.5637962112177
2285,Mile 3,2022-10-13,583.2456473478522
2293,Mile 3,2022-10-14,582.1053931434966
2301,Mile 3,2022-10-15,579.2630152004476
2309,Mile 3,2022-10-16,579.1258806403133
2317,Mile 3,2022-10-17,583.3177564482193
2325,Mile 3,2022-10-18,588.0973995137535
2333,Mile 3,2022-10-19,590.1283396596275
2341,Mile 3,2022-10-20,588.9763577617392
2349,Mile 3,2022-10-21,584.6940204332175
2357,Mile 3,2022-10-22,581.9391743032522
2365,Mile 3,2022-10-23,581.9043220122766
2373,Mile 3,2022-10-24,580.8784654085936
2381,Mile 3,2022-10-25,577.9265057860156
2389,Mile 3,2022-10-26,580.3385340502109
2397,Mile 3,2022-10-27,585.3594438351477
2405,Mile 3,2022-10-28,581.5541706846033
2413,Mile 3,2022-10-29,583.4389594792223
2421,Mile 3,2022-10-30,586.0090716354556
2429,Mile 3,2022-10-31,584.455560144819
2437,Mile 3,2022-11-01,583.9793221013732
2445,Mile 3,2022-11-02,587.5279854709612
2453,Mile 3,2022-11-03,587.2637498296729
2461,Mile 3,2022-11-04,588.548724880771
2469,Mile 3,2022-11-05,586.6371474165397
2477,Mile 3,2022-11-06,586.8183931915779
2485,Mile 3,2022-11-07,587.8140052341045
2493,Mile 3,2022-11-08,585.1390836638732
2501,Mile 3,2022-11-09,586.1381785647112
2509,Mile 3,2022-11-10,587.2482449952978
2517,Mile 3,2022-11-11,589.2894314967084
2525,Mile 3,2022-11-12,585.9503020476959
2533,Mile 3,2022-11-13,590.9793214333871
2541,Mile 3,2022-11-14,587.8234050033709
2549,Mile 3,2022-11-15,588.7098735023596
2557,Mile 3,2022-11-16,585.9464014516517
2565,Mile 3,2022-11-17,585.6915510161562
2573,Mile 3,2022-11-18,585.6290757113093
2581,Mile 3,2022-11-19,590.7202629979165
2589,Mile 3,2022-11-20,590.4822840985416
2597,Mile 3,2022-11-21,584.541808868979
2605,Mile 3,2022-11-22,584.7156262082854
2613,Mile 3,2022-11-23,584.0384283457997
2621,Mile 3,2022-11-24,585.7508498420598
2629,Mile 3,2022-11-25,580.5074048894418
2637,Mile 3,2022-11-26,581.2533834226092
2645,Mile 3,2022-11-27,581.8092283958265
2653,Mile 3,2022-11-28,582.1634898770785
2661,Mile 3,2022-11-29,586.7816029139549
2669,Mile 3,2022-11-30,587.5966420397684
2677,Mile 3,2022-12-01,579.8910994278378
2685,Mile 3,2022-12-02,584.0089595994865
2693,Mile 3,2022-12-03,583.7196217196406
2701,Mile 3,2022-12-04,589.4289452037484
2709,Mile 3,2022-12-05,584.4549916426239
2717,Mile 3,2022-12-06,581.5307741498367
2725,Mile 3,2022-12-07,581.0870819048856
2733,Mile 3,2022-12-08,584.3066273334199
2741,Mile 3,2022-12-09,585.0011491333939
2749,Mile 3,2022-12-10,589.3387743933757
2757,Mile 3,2022-12-11,588.469922075363
2765,Mile 3,2022-12-12,589.0135154527541
2773,Mile 3,2022-12-13,586.7169508169278
2781,Mile 3,2022-12-14,589.7411755718495
2789,Mile 3,2022-12-15,588.3268929002945
2797,Mile 3,2022-12-16,587.1063150302061
2805,Mile 3,2022-12-17,584.8367205211443
2813,Mile 3,2022-12-18,584.2180243648011
2821,Mile 3,2022-12-19,579.5019270553609
2829,Mile 3,2022-12-20,581.5438089387526
2837,Mile 3,2022-12-21,575.6665962571268
2845,Mile 3,2022-12-22,576.5014373799887
2853,Mile 3,2022-12-23,577.3768561659921
2861,Mile 3,2022-12-24,581.5281193161944
2869,Mile 3,2022-12-25,583.1620035213361
2877,Mile 3,2022-12-26,587.5156324649353
2885,Mile 3,2022-12-27,583.3263027254546
2893,Mile 3,2022-12-28,581.5097419078182
2901,Mile 3,2022-12-29,582.6979093354727
2909,Mile 3,2022-12-30,585.6565665348309
2917,Mile 3,2022-12-31,585.4133665743816
6,Garrison,2022-01-01,405.4535
14,Garrison,2022-01-02,431.19438235294115
22,Garrison,2022-01-03,431.35018949771694
30,Garrison,2022-01-04,436.133336162653
38,Garrison,2022-01-05,430.0699283653673
46,Garrison,2022-01-06,427.7760696746533
54,Garrison,2022-01-07,427.2530999681577
62,Garrison,2022-01-08,428.9068132579792
70,Garrison,2022-01-09,428.50566135431774
78,Garrison,2022-01-10,431.39644029822074
86,Garrison,2022-01-11,428.9237449422071
94,Garrison,2022-01-12,431.4358116969657
102,Garrison,2022-01-13,431.35322804302535
110,Garrison,2022-01-14,431.77333891901026
118,Garrison,2022-01-15,431.1398698097463
126,Garrison,2022-01-16,429.84903905794727
134,Garrison,2022-01-17,429.091535155341
142,Garrison,2022-01-18,426.8290202987808
150,Garrison,2022-01-19,425.73549771421415
158,Garrison,2022-01-20,429.1494624798069
166,Garrison,2022-01-21,429.4632089776736
174,Garrison,2022-01-22,430.31640987065254
182,Garrison,2022-01-23,426.074325904214
190,Garrison,2022-01-24,428.2737995108118
198,Garrison,2022-01-25,431.1897707093152
206,Garrison,2022-01-26,432.79970062837526
214,Garrison,2022-01-27,430.5278011479808
222,Garrison,2022-01-28,434.16102792712684
230,Garrison,2022-01-29,433.2230093456745
238,Garrison,2022-01-30,434.9387152128505
246,Garrison,2022-01-31,435.1370437781319
254,Garrison,2022-02-01,432.4042704631876
262,Garrison,2022-02-02,437.3847678284252
270,Garrison,2022-02-03,435.0222346945875
278,Garrison,2022-02-04,430.93503880314927
286,Garrison,2022-02-05,429.38216304439595
294,Garrison,2022-02-06,430.76394669596
302,Garrison,2022-02-07,426.3996770164664
310,Garrison,2022-02-08,428.5273758467615
318,Garrison,2022-02-09,433.9084565187626
326,Garrison,2022-02-10,430.8714182095975
334,Garrison,2022-02-11,427.06873156038085
342,Garrison,2022-02-12,431.6129130846315
350,Garrison,2022-02-13,436.6443599283843
358,Garrison,2022-02-14,436.2232319048054
366,Garrison,2022-02-15,438.0583224708209
374,Garrison,2022-02-16,439.7269158170646
382,Garrison,2022-02-17,437.0142209723802
390,Garrison,2022-02-18,436.409444665128
398,Garrison,2022-02-19,429.6367811437856
406,Garrison,2022-02-20,431.97150683004236
414,Garrison,2022-02-21,430.11051476462967
422,Garrison,2022-02-22,427.73994032061734
430,Garrison,2022-02-23,424.8524582119637
438,Garrison,2022-02-24,426.5466607534956
446,Garrison,2022-02-25,432.1419725392859
454,Garrison,2022-02-26,430.9563507757441
462,Garrison,2022-02-27,425.04936553689663
470,Garrison,2022-02-28,431.96392588084586
478,Garrison,2022-03-01,436.71684811900667
486,Garrison,2022-03-02,432.79997368191175
494,Garrison,2022-03-03,432.65622157730246
502,Garrison,2022-03-04,430.3383251037078
510,Garrison,2022-03-05,428.96809757242835
518,Garrison,2022-03-06,427.5489483005787
526,Garrison,2022-03-07,431.74821381065607
534,Garrison,2022-03-08,432.21536966747885
542,Garrison,2022-03-09,432.9717987672573
550,Garrison,2022-03-10,427.42221913696636
558,Garrison,2022-03-11,433.3705233959618
566,Garrison,2022-03-12,432.28142637716235
574,Garrison,2022-03-13,437.80870846405253
582,Garrison,2022-03-14,432.5142159248107
590,Garrison,2022-03-15,432.2856411473667
598,Garrison,2022-03-16,429.9105888031509
606,Garrison,2022-03-17,432.34563216220977
614,Garrison,2022-03-18,426.9827025135405
622,Garrison,2022-03-19,421.3811917594738
630,Garrison,2022-03-20,427.026054231635
638,Garrison,2022-03-21,427.0330579621444
646,Garrison,2022-03-22,432.8328805735028
654,Garrison,2022-03-23,433.7374464014521
662,Garrison,2022-03-24,436.4765824810168
670,Garrison,2022-03-25,434.25712773671154
678,Garrison,2022-03-26,430.15227941569776
686,Garrison,2022-03-27,431.3860955909885
694,Garrison,2022-03-28,431.90005691369197
702,Garrison,2022-03-29,430.6718998395844
710,Garrison,2022-03-30,432.9880498877091
718,Garrison,2022-03-31,433.22974492139633
726,Garrison,2022-04-01,431.44788144497744
734,Garrison,2022-04-02,430.84266701148425
742,Garrison,2022-04-03,428.06860690803893
750,Garrison,2022-04-04,430.6529548356272
758,Garrison,2022-04-05,431.91710838493907
766,Garrison,2022-04-06,436.31519586945734
774,Garrison,2022-04-07,430.80599710862015
782,Garrison,2022-04-08,427.30436797603414
790,Garrison,2022-04-09,432.73878758322394
798,Garrison,2022-04-10,428.28283130825673
806,Garrison,2022-04-11,428.08680191577974
814,Garrison,2022-04-12,428.5168213410458
822,Garrison,2022-04-13,431.55275493873205
830,Garrison,2022-04-14,427.67475845711243
838,Garrison,2022-04-15,427.8239309199787
846,Garrison,2022-04-16,429.42214164398507
854,Garrison,2022-04-17,429.0772191507895
862,Garrison,2022-04-18,427.89218340555266
870,Garrison,2022-04-19,432.3336583838868
878,Garrison,2022-04-20,432.4091808687208
886,Garrison,2022-04-21,431.62858660810457
894,Garrison,2022-04-22,434.28149062567326
902,Garrison,2022-04-23,439.7562534379713
910,Garrison,2022-04-24,439.94214740657986
918,Garrison,2022-04-25,443.58893318460593
926,Garrison,2022-04-26,446.30818322922414
934,Garrison,2022-04-27,452.57671826045697
942,Garrison,2022-04-28,453.1044427823199
950,Garrison,2022-04-29,456.2333999476239
958,Garrison,2022-04-30,462.09677996333676
966,Garrison,2022-05-01,464.1286859743357
974,Garrison,2022-05-02,463.225150182035
982,Garrison,2022-05-03,467.8994351274245
990,Garrison,2022-05-04,468.80788458919716
998,Garrison,2022-05-05,472.573609212438
1006,Garrison,2022-05-06,478.0618064487066
1014,Garrison,2022-05-07,479.0776945140946
1022,Garrison,2022-05-08,481.3685561598662
1030,Garrison,2022-05-09,481.17044931190634
1038,Garrison,2022-05-10,482.67547451833445
1046,Garrison,2022-05-11,488.77787216283417
1054,Garrison,2022-05-12,488.9235305139839
1062,Garrison,2022-05-13,494.10326135978875
1070,Garrison,2022-05-14,498.1880729518521
1078,Garrison,2022-05-15,502.73335106629645
1086,Garrison,2022-05-16,506.8910357464075
1094,Garrison,2022-05-17,506.86126502248527
1102,Garrison,2022-05-18,509.1754155157397
1110,Garrison,2022-05-19,511.8433408610178
1118,Garrison,2022-05-20,514.8594686027125
